accuracy,precision,recall,f1,roc_auc,brier_score,runtime_per_prediction,explanation_score,noise_level,seed,system
0.8181818181818182,0.7872340425531915,0.8222222222222222,0.8043478260869565,0.9045267489711935,0.18226250778419675,0.004206179797877511,,0.0,0,MultiAgent_Debate
0.8181818181818182,0.7872340425531915,0.8222222222222222,0.8043478260869565,0.9045267489711935,0.18226250778419675,0.0029801898990167454,,0.0,1,MultiAgent_Debate
0.8181818181818182,0.7872340425531915,0.8222222222222222,0.8043478260869565,0.9045267489711935,0.18226250778419675,0.0028128626260208556,,0.0,2,MultiAgent_Debate
0.8181818181818182,0.7872340425531915,0.8222222222222222,0.8043478260869565,0.9045267489711935,0.18226250778419675,0.0030521535353351154,,0.0,3,MultiAgent_Debate
0.8181818181818182,0.7872340425531915,0.8222222222222222,0.8043478260869565,0.9045267489711935,0.18226250778419675,0.003482792929380502,,0.0,4,MultiAgent_Debate
0.8181818181818182,0.7872340425531915,0.8222222222222222,0.8043478260869565,0.9045267489711935,0.18226250778419675,0.003391177777835636,,0.0,5,MultiAgent_Debate
0.8181818181818182,0.7872340425531915,0.8222222222222222,0.8043478260869565,0.9045267489711935,0.18226250778419675,0.003176013131230844,,0.0,6,MultiAgent_Debate
0.8181818181818182,0.7872340425531915,0.8222222222222222,0.8043478260869565,0.9045267489711935,0.18226250778419675,0.002973660606052491,,0.0,7,MultiAgent_Debate
0.8181818181818182,0.7872340425531915,0.8222222222222222,0.8043478260869565,0.9045267489711935,0.18226250778419675,0.0028571949495917485,,0.0,8,MultiAgent_Debate
0.8181818181818182,0.7872340425531915,0.8222222222222222,0.8043478260869565,0.9045267489711935,0.18226250778419675,0.0027978666666324836,,0.0,9,MultiAgent_Debate
0.8080808080808081,0.76,0.8444444444444444,0.8,0.9016460905349793,0.18266809559665326,0.002764943434195087,,0.1,0,MultiAgent_Debate
0.8080808080808081,0.782608695652174,0.8,0.7912087912087912,0.899588477366255,0.18341424708177564,0.002797378787841128,,0.1,1,MultiAgent_Debate
0.8080808080808081,0.7708333333333334,0.8222222222222222,0.7956989247311828,0.8991769547325104,0.18368074525878272,0.0026727636364427387,,0.1,2,MultiAgent_Debate
